Record_ID,Year,District,Crop,Season,Soil_Type,Irrigation_Type,Land_Area_Acres,Rainfall_mm,Temperature_C,Humidity_pct,Soil_pH,Seed_Cost_INR,Fertilizer_Cost_INR,Pesticide_Cost_INR,Labour_Cost_INR,Irrigation_Cost_INR,Other_Cost_INR,Expected_Yield_kg,Market_Price_INR_per_kg,Total_Cost_INR,Expected_Revenue_INR,Profit_INR
3790,2021,Sangli,Rice,Kharif,Red,Drip,9.29,690.6,25.5,78.4,6.45,26178.64,57676.32,23183.43,77732.52,38227.38,23400.42,27148.5,34.47,246398.71,935940.77,689542.06
3791,2020,Satara,Onion,Rabi,Alluvial,Borewell,5.22,799.6,24.5,59.2,6.98,24691.06,35722.56,18026.02,47063.21,23958.09,13249.03,38094.97,25.18,162709.97,959385.42,796675.45
3792,2024,Solapur,Maize,Kharif,Black,Canal,3.03,520.7,27.4,65.2,6.68,9260.67,19355.45,7917.96,24128.99,9664.29,6633.39,9485.2,24.37,76960.75,231180.4,154219.65
3793,2020,Satara,Soybean,Kharif,Alluvial,Drip,1.6,730.9,25.6,83.7,6.87,4993.19,6778.52,2980.96,6279.45,2894.47,2663.9,1949.07,47.66,26590.48,92898.58,66308.1
3794,2019,Satara,Wheat,Rabi,Black,Canal,10.32,841.3,23.2,58.2,6.76,27264.53,55281.86,25006.49,70026.9,23377.15,21713.27,25657.54,23.56,222670.21,604449.51,381779.3
3795,2019,Sangli,Sugarcane,Annual,Alluvial,Canal,10.5,536.9,24.3,62.0,6.79,66949.69,89558.34,26420.8,117372.83,63939.21,33162.81,339244.18,3.11,397403.68,1054746.53,657342.84
3796,2025,Aurangabad,Onion,Rabi,Loamy,Canal,6.86,578.3,27.3,55.3,7.49,46460.7,65608.73,27035.18,88663.18,39247.2,20678.29,48047.06,24.81,287693.28,1191907.27,904213.99
3797,2025,Solapur,Sugarcane,Annual,Loamy,Borewell,9.5,760.8,25.0,67.8,7.93,69596.31,109576.09,36923.25,137663.8,72760.08,47728.47,411396.71,3.26,474247.99,1340695.06,866447.07
3798,2020,Solapur,Cotton,Kharif,Alluvial,Drip,8.79,575.3,22.8,68.8,6.26,37443.68,50042.13,33429.27,77240.82,38064.87,24856.07,6945.59,87.66,261076.84,608878.7,347801.86
3799,2023,Solapur,Tomato,Rabi,Loamy,Canal,11.05,795.6,25.9,72.6,6.49,57248.6,82820.31,51403.99,130733.11,65162.77,36439.3,119718.87,28.65,423808.07,3430510.79,3006702.72
3800,2024,Sangli,Tomato,Rabi,Loamy,Rainfed,9.2,898.4,27.8,63.0,6.9,53949.23,75742.99,37610.64,117022.47,47192.89,29906.23,95999.11,28.38,361424.44,2724561.8,2363137.36
3801,2021,Satara,Tomato,Rabi,Red,Rainfed,3.89,917.5,22.9,52.8,5.82,17870.94,30704.96,12768.3,46287.49,18701.82,10684.3,30253.74,24.2,137017.81,732086.65,595068.84
3802,2021,Solapur,Maize,Kharif,Alluvial,Rainfed,4.04,534.0,26.3,60.3,6.23,11205.58,22028.69,8326.47,24537.26,12891.43,7433.76,10361.03,16.16,86423.19,167473.82,81050.63
3803,2025,Solapur,Wheat,Rabi,Alluvial,Rainfed,1.66,705.2,28.6,52.8,7.43,5187.95,11767.54,5019.42,14596.81,5067.8,3772.01,3705.01,25.52,45411.54,94545.34,49133.81
3804,2025,Ahmednagar,Onion,Rabi,Loamy,Drip,0.9,897.5,24.5,48.2,6.67,6077.35,6920.0,3897.25,9578.83,5477.64,2716.82,9248.94,27.46,34667.87,253963.18,219295.31
3805,2023,Solapur,Onion,Rabi,Loamy,Borewell,5.91,731.5,27.2,49.7,7.69,34043.46,42008.8,20791.42,61124.82,29633.36,15307.5,47372.79,27.77,202909.37,1315498.83,1112589.46
3806,2020,Aurangabad,Cotton,Kharif,Black,Drip,11.92,823.3,28.0,78.5,7.92,56808.7,71825.8,42843.2,111661.24,56554.62,36183.89,9723.91,73.56,375877.45,715304.45,339426.99
3807,2025,Aurangabad,Wheat,Rabi,Alluvial,Drip,2.2,705.9,22.9,69.2,6.43,7438.64,14289.76,6773.73,17363.61,5989.19,4480.86,6548.48,31.05,56335.79,203327.98,146992.19
3808,2025,Solapur,Soybean,Kharif,Black,Canal,0.98,557.1,28.4,70.4,7.46,3594.42,4743.96,2095.79,5043.88,2140.12,1776.43,1140.27,44.92,19394.6,51224.28,31829.68
3809,2019,Sangli,Maize,Kharif,Alluvial,Rainfed,11.93,670.1,26.3,57.2,6.32,28709.34,58995.86,23584.16,66024.46,30952.71,20224.2,32499.41,19.0,228490.73,617646.92,389156.19
3810,2020,Satara,Cotton,Kharif,Red,Borewell,1.9,1063.4,25.1,62.8,6.47,8992.44,10257.71,6545.89,19394.49,8109.66,5963.11,1395.73,74.54,59263.31,104039.92,44776.62
3811,2025,Kolhapur,Rice,Kharif,Alluvial,Canal,4.52,1277.0,26.7,54.4,7.35,19959.12,34037.63,13197.12,36540.26,21453.85,12794.92,12877.12,31.19,137982.91,401655.44,263672.54
3812,2022,Pune,Soybean,Kharif,Loamy,Drip,10.47,671.3,29.3,56.3,5.85,32763.45,45616.62,19351.3,50423.7,18802.66,18976.91,12249.79,46.86,185934.64,574007.22,388072.59
3813,2019,Satara,Sugarcane,Annual,Black,Rainfed,3.56,1151.6,23.9,57.6,6.83,23651.13,33375.41,9648.62,40097.67,24738.55,12719.88,139744.83,3.13,144231.26,437056.63,292825.37
3814,2023,Aurangabad,Rice,Kharif,Alluvial,Drip,8.1,793.0,24.3,59.2,6.98,29969.59,61929.88,27291.16,56753.09,39728.23,22439.03,26672.9,41.62,238110.99,1110209.37,872098.38
3815,2019,Nashik,Maize,Kharif,Alluvial,Borewell,1.21,724.5,22.9,68.4,6.65,2787.65,5686.01,2263.08,7172.38,2920.56,2074.46,4222.02,18.62,22904.15,78601.72,55697.57
3816,2021,Kolhapur,Rice,Kharif,Red,Drip,6.18,1350.3,26.2,51.2,6.91,21542.3,44419.36,19271.06,44897.73,25488.61,14459.06,15604.54,34.57,170078.13,539418.93,369340.81
3817,2024,Kolhapur,Onion,Rabi,Red,Borewell,8.9,1321.2,22.9,52.9,6.95,57729.32,73150.68,37029.33,79798.35,51308.11,29980.7,60392.23,25.54,328996.51,1542353.83,1213357.33
3818,2021,Kolhapur,Sugarcane,Annual,Loamy,Rainfed,4.13,1535.7,20.5,63.8,7.27,29005.04,43788.39,14355.36,55337.53,27061.8,14955.96,140424.45,2.99,184504.08,419216.32,234712.24
3819,2020,Aurangabad,Rice,Kharif,Red,Rainfed,3.49,602.9,28.3,71.4,7.14,11064.5,20134.75,10780.76,27380.67,12531.72,8696.46,8023.15,29.76,90588.86,238777.45,148188.59
3820,2024,Solapur,Tomato,Rabi,Red,Drip,8.66,538.3,27.8,78.3,5.89,46258.39,67852.96,33969.07,105085.36,45853.7,30978.13,70340.85,27.86,329997.6,1959366.19,1629368.59
3821,2022,Aurangabad,Sugarcane,Annual,Red,Borewell,1.58,523.0,24.9,43.5,8.07,10773.18,15089.72,6550.45,21904.94,10346.58,6124.98,46136.89,3.23,70789.86,148808.2,78018.34
3822,2022,Solapur,Tomato,Rabi,Red,Drip,2.84,472.0,25.4,54.8,6.15,13265.39,20211.19,10363.73,36259.34,16045.34,7806.86,27492.07,30.1,103951.84,827450.08,723498.24
3823,2019,Pune,Sugarcane,Annual,Alluvial,Rainfed,11.64,704.2,22.6,65.4,6.43,68033.02,98153.17,34421.82,145402.12,73971.59,41243.32,385573.59,2.78,461225.04,1073003.88,611778.84
3824,2025,Solapur,Wheat,Rabi,Red,Borewell,8.5,483.4,23.9,42.4,7.07,28716.48,62777.02,24039.49,71447.82,23011.74,21955.38,20800.32,29.46,231947.92,612744.98,380797.06
3825,2021,Pune,Rice,Kharif,Alluvial,Rainfed,7.44,730.4,23.2,78.1,6.9,23725.83,48793.38,22911.03,63438.93,31490.36,16419.5,20498.64,37.37,206779.02,765945.09,559166.07
3826,2020,Pune,Wheat,Rabi,Loamy,Drip,7.29,759.6,22.7,57.8,6.7,19116.0,35729.71,15964.25,51544.97,19549.19,12868.48,18270.35,31.19,154772.6,569879.77,415107.17
3827,2021,Nashik,Maize,Kharif,Red,Canal,0.54,767.7,22.4,69.8,8.08,1395.99,2913.95,1091.22,3570.37,1532.85,995.96,1562.81,18.97,11500.34,29653.47,18153.13
3828,2019,Satara,Sugarcane,Annual,Loamy,Rainfed,7.42,989.8,25.9,62.9,7.53,42941.21,63582.77,25483.35,77407.54,52336.39,29515.5,287156.71,3.45,291266.75,991850.66,700583.91
3829,2023,Satara,Cotton,Kharif,Black,Drip,9.16,782.5,24.6,46.8,7.11,43767.85,63518.66,35539.45,98214.33,49418.07,27337.47,6775.72,64.68,317795.82,438273.58,120477.77
3830,2022,Nashik,Tomato,Rabi,Red,Rainfed,6.68,703.9,26.2,73.2,7.39,32634.43,49128.43,29139.63,68181.46,37575.52,19778.15,56136.88,26.05,236437.62,1462394.05,1225956.43
3831,2020,Nashik,Soybean,Kharif,Loamy,Canal,8.27,595.5,25.3,62.8,6.24,26540.83,31528.33,15187.58,38511.27,13974.28,12910.68,9724.7,31.83,138652.98,309568.69,170915.71
3832,2023,Ahmednagar,Onion,Rabi,Loamy,Drip,5.87,608.4,23.1,65.3,6.45,33486.94,48085.98,23856.16,60279.26,31324.28,20822.24,46849.37,24.1,217854.85,1128910.62,911055.77
3833,2023,Ahmednagar,Wheat,Rabi,Loamy,Drip,3.15,750.4,22.8,47.1,7.48,9211.56,19459.4,7819.9,22159.84,7832.68,7656.28,8690.92,34.92,74139.67,303469.63,229329.96
3834,2024,Ahmednagar,Onion,Rabi,Alluvial,Canal,7.27,300.0,20.7,60.8,7.49,44585.88,60211.92,27489.05,83434.45,39743.67,19355.71,48413.3,22.59,274820.68,1093850.8,819030.11
3835,2020,Satara,Soybean,Kharif,Red,Drip,2.89,972.7,25.3,63.9,6.45,9655.24,11138.85,5588.27,14013.02,4939.97,4548.29,3240.6,39.33,49883.65,127458.41,77574.76
3836,2024,Satara,Sugarcane,Annual,Red,Drip,5.27,911.2,25.5,76.8,7.19,39337.78,64575.61,21457.28,78768.19,41348.25,20974.5,192715.0,2.51,266461.61,483317.66,216856.06
3837,2021,Kolhapur,Wheat,Rabi,Loamy,Drip,4.99,1341.1,26.8,60.4,6.32,14332.62,27899.48,11490.56,32797.23,14545.67,10962.12,13019.14,22.65,112027.69,294849.31,182821.62
3838,2020,Satara,Onion,Rabi,Red,Borewell,1.53,942.8,23.8,67.9,6.19,7939.79,9788.87,6247.74,11241.36,7908.94,4252.96,11317.37,25.2,47379.67,285149.72,237770.05
3839,2023,Nashik,Tomato,Rabi,Alluvial,Rainfed,9.92,845.7,24.2,55.0,6.87,50334.95,76678.11,41780.28,113865.53,55745.39,30502.78,106033.96,30.22,368907.04,3204591.93,2835684.89
3840,2019,Sangli,Sugarcane,Annual,Black,Borewell,6.91,711.7,27.5,66.1,7.03,46792.76,55098.78,27114.26,83837.22,45413.0,23386.1,296804.68,2.8,281642.13,831820.41,550178.29
3841,2022,Ahmednagar,Wheat,Rabi,Loamy,Rainfed,9.65,536.5,26.4,61.4,7.44,28442.44,52457.59,24211.15,65889.94,23698.45,22178.17,21758.21,26.42,216877.74,574745.12,357867.38
3842,2022,Satara,Maize,Kharif,Black,Rainfed,3.65,824.1,25.3,74.5,6.23,10531.61,22501.31,7465.2,21632.46,11852.47,7371.63,9609.67,23.15,81354.67,222423.58,141068.91
3843,2019,Aurangabad,Wheat,Rabi,Red,Borewell,3.2,745.5,26.5,58.7,6.99,8420.43,17680.4,7666.45,21380.41,7861.94,5688.01,8242.05,26.34,68697.64,217127.54,148429.9
3844,2024,Solapur,Rice,Kharif,Red,Drip,8.8,519.2,27.8,67.9,6.31,29089.25,60934.82,28881.12,77961.29,40037.11,21429.74,22163.93,25.68,258333.33,569232.08,310898.75
3845,2024,Aurangabad,Rice,Kharif,Loamy,Canal,0.58,719.0,26.8,69.1,7.52,2202.52,4379.14,2057.96,5154.04,2892.35,1500.99,1843.4,30.29,18187.01,55840.01,37652.99
3846,2022,Sangli,Cotton,Kharif,Red,Canal,3.97,752.7,28.1,55.5,6.11,18107.74,27269.3,15631.93,47469.11,18864.82,11175.95,2622.48,80.68,138518.86,211592.06,73073.2
3847,2020,Kolhapur,Sugarcane,Annual,Red,Drip,11.47,1456.2,23.3,56.9,5.8,73850.96,114750.76,36721.69,143745.13,81878.7,43221.33,440857.09,3.01,494168.55,1327426.36,833257.81
3848,2020,Ahmednagar,Soybean,Kharif,Red,Rainfed,10.02,594.0,26.2,52.5,7.2,28792.02,39088.3,16106.74,47993.65,15871.46,16529.58,9487.41,42.36,164381.75,401908.29,237526.54
3849,2021,Kolhapur,Rice,Kharif,Red,Canal,5.7,1209.9,24.9,61.9,6.22,18014.14,36390.0,16945.81,49801.5,24071.05,14052.21,14808.57,33.96,159274.7,502910.58,343635.88
3850,2020,Ahmednagar,Maize,Kharif,Alluvial,Borewell,9.8,708.5,24.6,67.4,7.85,23990.52,56739.09,20496.34,59231.55,30322.64,15733.61,33790.52,22.34,206513.76,754803.95,548290.19
3851,2020,Sangli,Wheat,Rabi,Alluvial,Drip,10.4,589.2,27.1,65.2,7.14,29858.8,59017.04,23432.91,76024.96,22602.11,19820.69,25674.58,24.67,230756.51,633500.53,402744.03
3852,2022,Pune,Onion,Rabi,Red,Borewell,4.19,657.2,24.7,69.8,7.16,25247.01,31796.83,17511.01,34890.62,21298.44,11792.05,31662.11,23.32,142535.96,738259.36,595723.4
3853,2025,Nashik,Soybean,Kharif,Black,Rainfed,8.36,675.8,24.5,59.6,7.93,29038.81,40205.02,18223.1,44842.7,21176.56,17883.02,8880.45,40.38,171369.22,358633.07,187263.85
3854,2024,Sangli,Cotton,Kharif,Loamy,Canal,6.02,714.6,30.0,67.0,6.75,33059.81,46356.45,26434.44,63062.96,33263.84,17865.02,4439.36,79.44,220042.52,352648.53,132606.01
3855,2019,Satara,Rice,Kharif,Loamy,Canal,5.45,910.4,24.9,60.7,6.61,15835.43,37735.65,14580.09,39748.31,21096.42,12346.03,14362.49,29.07,141341.92,417565.39,276223.47
3856,2025,Kolhapur,Soybean,Kharif,Black,Canal,0.73,1505.6,22.3,62.8,6.32,2677.93,3337.46,1436.62,3551.67,1638.58,1590.77,1009.87,52.08,14233.03,52593.08,38360.05
3857,2024,Pune,Maize,Kharif,Black,Drip,11.89,834.6,25.6,54.0,7.12,33501.6,64356.69,27981.95,92233.09,38678.18,27054.87,44736.69,17.96,283806.38,803377.43,519571.04
3858,2022,Ahmednagar,Tomato,Rabi,Black,Canal,7.19,586.8,26.6,64.2,6.63,34428.2,60057.31,26077.46,80429.66,43078.61,23648.03,71899.83,27.92,267719.27,2007668.45,1739949.18
3859,2023,Satara,Tomato,Rabi,Loamy,Canal,9.32,865.5,21.2,55.6,7.2,47883.81,65212.09,41256.77,97328.19,48675.71,32405.06,84129.24,34.1,332761.63,2869050.63,2536289.0
3860,2021,Nashik,Tomato,Rabi,Alluvial,Borewell,5.36,578.5,23.6,70.3,5.84,23606.74,42401.69,20996.22,55466.94,26810.31,15873.36,46645.12,30.07,185155.26,1402555.91,1217400.66
3861,2021,Solapur,Wheat,Rabi,Alluvial,Rainfed,6.22,792.4,28.9,52.2,7.53,17771.25,34109.15,14078.36,44886.03,17069.51,12971.36,13558.46,27.01,140885.67,366225.81,225340.14
3862,2021,Nashik,Maize,Kharif,Black,Borewell,10.85,833.9,20.0,59.5,7.08,27668.37,58241.02,22640.74,74716.12,26971.61,16863.51,39159.57,24.95,227101.38,976965.15,749863.77
3863,2019,Nashik,Cotton,Kharif,Alluvial,Canal,0.86,740.0,21.6,42.7,5.9,3455.09,4541.07,3022.29,7730.87,3393.52,1947.21,619.08,70.13,24090.05,43417.42,19327.37
3864,2019,Kolhapur,Tomato,Rabi,Black,Borewell,4.25,1489.8,25.6,51.8,5.88,17147.74,25418.38,15118.94,39077.42,23091.15,10588.39,48312.3,23.09,130442.03,1115353.84,984911.81
3865,2022,Solapur,Soybean,Kharif,Loamy,Canal,10.47,453.7,27.9,68.4,6.85,30737.23,44760.18,21541.56,55625.63,19732.84,17694.9,10942.98,50.85,190092.34,556471.43,366379.09
3866,2022,Pune,Maize,Kharif,Black,Drip,0.95,908.4,25.1,59.8,6.6,2657.79,5042.54,2176.27,6477.37,2856.26,2086.67,3290.45,17.86,21296.9,58753.07,37456.16
3867,2020,Kolhapur,Wheat,Rabi,Loamy,Drip,11.44,1604.5,25.2,71.7,6.1,29295.72,64359.81,23049.96,79680.65,27557.92,21743.34,31864.49,26.53,245687.39,845439.93,599752.54
3868,2023,Nashik,Wheat,Rabi,Loamy,Rainfed,7.73,963.8,26.8,74.0,7.19,21013.39,44028.07,18980.67,65017.55,22339.93,15552.25,19431.97,21.82,186931.85,423920.23,236988.38
3869,2020,Nashik,Maize,Kharif,Alluvial,Rainfed,3.76,692.6,23.2,48.3,7.26,8871.5,15233.9,8659.85,22791.23,9420.99,6620.1,11295.78,21.77,71597.59,245923.17,174325.58
3870,2025,Satara,Soybean,Kharif,Loamy,Borewell,7.3,1137.2,21.3,51.8,6.43,26619.98,34096.79,15903.88,35343.36,15584.87,13928.45,8952.74,57.37,141477.33,513633.74,372156.41
3871,2022,Aurangabad,Sugarcane,Annual,Black,Borewell,11.12,622.0,29.4,51.9,6.94,70260.33,119570.96,45847.34,145776.72,83937.08,41571.85,446652.77,2.86,506964.27,1275979.5,769015.23
3872,2020,Nashik,Soybean,Kharif,Loamy,Borewell,7.94,548.7,23.2,79.0,6.39,23633.58,31749.21,15518.23,32480.53,13996.32,12669.49,8703.84,45.54,130047.36,396416.16,266368.79
3873,2019,Satara,Sugarcane,Annual,Red,Drip,9.02,1129.5,24.1,68.6,7.02,51340.99,80005.49,30462.9,87179.81,61115.55,31370.41,341847.7,3.13,341475.15,1069173.66,727698.52
3874,2024,Sangli,Sugarcane,Annual,Black,Borewell,9.29,433.4,25.4,72.2,7.01,75049.79,97861.97,35769.05,145686.72,71710.9,41393.03,337187.34,3.01,467471.47,1015898.59,548427.12
3875,2024,Aurangabad,Onion,Rabi,Loamy,Canal,3.96,413.0,25.2,74.5,6.67,25387.06,32696.06,15864.63,45582.21,22055.17,12653.81,27403.46,28.3,154238.94,775409.31,621170.37
3876,2024,Satara,Soybean,Kharif,Alluvial,Drip,5.92,1069.6,23.2,58.6,5.83,20606.31,27611.35,10223.74,33123.29,11825.75,11386.48,8550.81,51.57,114776.93,440988.98,326212.06
3877,2024,Nashik,Rice,Kharif,Loamy,Canal,1.16,566.3,23.9,51.2,7.36,4272.59,10099.66,4337.75,9149.81,5268.56,3142.67,2940.34,32.77,36271.04,96355.84,60084.8
3878,2019,Satara,Cotton,Kharif,Alluvial,Drip,10.51,986.6,24.6,61.2,7.15,48367.81,59351.77,39144.26,106496.1,45876.63,25554.21,7872.77,77.16,324790.77,607453.42,282662.64
3879,2020,Nashik,Soybean,Kharif,Black,Drip,5.43,584.3,24.3,51.0,6.22,15099.47,22875.49,9157.79,24188.41,11376.25,8737.05,5744.47,45.36,91434.46,260556.02,169121.56
3880,2021,Nashik,Rice,Kharif,Black,Canal,7.29,664.4,22.1,56.9,6.81,24515.26,44592.6,21817.18,61529.27,30515.28,16453.34,19977.55,34.18,199422.92,682859.59,483436.67
3881,2021,Sangli,Sugarcane,Annual,Alluvial,Borewell,4.37,467.9,27.2,58.8,6.91,26552.87,41343.62,14129.57,57817.62,31788.1,16326.25,162317.04,3.65,187958.04,593109.41,405151.38
3882,2019,Aurangabad,Cotton,Kharif,Black,Rainfed,4.7,810.7,23.5,37.4,7.8,18930.99,24756.91,17278.3,43917.54,20256.72,12035.48,3334.15,55.51,137175.94,185087.72,47911.78
3883,2023,Sangli,Maize,Kharif,Loamy,Borewell,10.58,769.2,26.9,63.3,6.62,29834.76,62572.22,20643.69,73229.42,36844.7,18144.46,35000.22,21.83,241269.26,764132.37,522863.11
3884,2023,Kolhapur,Cotton,Kharif,Loamy,Borewell,8.85,1480.8,23.3,61.4,7.09,35765.17,52976.08,30240.43,94497.61,43843.01,26390.19,6451.68,67.79,283712.5,437358.14,153645.65
3885,2023,Kolhapur,Tomato,Rabi,Loamy,Borewell,2.92,1441.0,25.0,62.5,7.19,15121.84,22856.11,12009.08,31237.0,16147.2,9431.43,28975.06,28.87,106802.66,836406.06,729603.41
3886,2022,Nashik,Cotton,Kharif,Red,Borewell,8.57,702.9,25.9,85.9,5.57,37560.95,60421.88,34715.16,82653.51,40002.28,27993.68,6037.36,76.23,283347.45,460248.25,176900.8
3887,2024,Sangli,Onion,Rabi,Black,Canal,11.65,644.0,26.3,60.1,6.73,75216.61,88033.9,48452.09,118708.17,68162.31,32762.99,98608.07,25.13,431336.08,2478217.76,2046881.69
3888,2019,Pune,Onion,Rabi,Loamy,Drip,1.09,731.4,23.7,69.1,5.64,5511.65,7260.47,3775.05,9243.9,4774.34,2972.43,9330.74,23.91,33537.84,223115.25,189577.41
3889,2024,Solapur,Onion,Rabi,Red,Borewell,5.64,544.7,25.1,48.3,6.2,34330.8,42517.92,22638.37,60254.62,26467.77,16041.84,47463.34,20.33,202251.31,964762.27,762510.96
3890,2023,Pune,Soybean,Kharif,Loamy,Canal,5.98,669.3,25.8,58.3,6.42,19189.79,24927.99,10722.91,29084.44,13803.98,10735.68,7066.79,48.8,108464.78,344856.43,236391.65
3891,2022,Ahmednagar,Tomato,Rabi,Loamy,Rainfed,3.64,431.7,22.2,77.9,6.46,17229.44,23103.37,15682.33,40403.61,18256.38,11683.59,30819.36,29.16,126358.73,898727.67,772368.94
3892,2020,Solapur,Rice,Kharif,Loamy,Drip,9.3,582.9,25.8,67.1,5.71,31088.08,58179.12,28604.99,70771.72,38555.73,18746.44,27092.34,35.43,245946.08,959777.2,713831.12
3893,2019,Satara,Onion,Rabi,Alluvial,Borewell,4.2,928.7,19.6,66.1,7.07,20488.02,30848.17,13373.05,32821.99,18332.33,11484.4,28121.57,18.88,127347.96,531051.73,403703.77
3894,2021,Ahmednagar,Wheat,Rabi,Alluvial,Rainfed,9.35,414.6,24.8,52.1,7.18,27352.81,50177.66,24017.59,65977.89,24315.22,17632.49,22523.05,27.67,209473.66,623247.08,413773.43
3895,2022,Ahmednagar,Maize,Kharif,Loamy,Drip,2.33,577.2,25.0,46.6,7.24,7262.71,11416.44,5491.11,15066.25,6814.91,4142.55,8609.02,23.74,50193.98,204351.8,154157.82
3896,2020,Kolhapur,Tomato,Rabi,Black,Canal,5.89,1316.9,20.0,49.9,6.31,25746.32,44085.77,20936.86,60759.45,30729.86,17475.47,51074.08,26.27,199733.72,1341854.19,1142120.46
3897,2023,Solapur,Cotton,Kharif,Loamy,Canal,1.97,447.5,27.1,63.0,7.62,10088.87,12742.4,6010.01,20961.17,9390.97,5506.44,1388.22,80.91,64699.86,112316.02,47616.15
3898,2024,Sangli,Cotton,Kharif,Loamy,Drip,11.85,743.8,30.0,57.0,7.25,68430.54,89505.74,53828.02,141564.07,57575.53,42928.18,8755.11,66.71,453832.09,584068.96,130236.87
3899,2025,Solapur,Cotton,Kharif,Alluvial,Canal,2.03,669.8,29.4,75.1,6.98,10458.8,12447.2,8593.46,23498.33,11706.05,7508.15,1549.69,77.47,74211.99,120047.43,45835.44
3900,2024,Kolhapur,Soybean,Kharif,Alluvial,Rainfed,6.86,1386.6,25.9,56.4,6.38,22265.41,27728.24,15069.08,34723.79,13965.94,10788.97,7563.17,40.33,124541.44,305023.3,180481.86
3901,2022,Nashik,Cotton,Kharif,Red,Drip,2.18,716.8,24.5,59.2,6.39,10634.29,14023.13,8269.08,24643.58,9302.35,6145.38,1643.09,62.76,73017.82,103128.15,30110.33
3902,2023,Kolhapur,Cotton,Kharif,Loamy,Canal,9.09,1494.1,25.7,67.3,6.7,50754.15,62694.99,38484.48,96642.22,40316.04,24703.49,7428.9,62.73,313595.38,466006.52,152411.15
3903,2022,Kolhapur,Soybean,Kharif,Alluvial,Rainfed,2.96,1436.8,26.9,46.1,6.84,9650.19,13988.26,6422.48,14782.79,5967.49,5024.62,3148.63,50.54,55835.83,159136.27,103300.44
3904,2020,Ahmednagar,Maize,Kharif,Black,Canal,11.72,842.8,26.2,63.8,6.26,32057.05,50584.93,23375.8,73337.88,33117.19,21262.34,40448.58,25.02,233735.18,1011961.07,778225.89
3905,2023,Ahmednagar,Tomato,Rabi,Loamy,Drip,0.53,691.9,24.6,59.8,6.49,2712.06,4636.45,2346.77,6453.18,3138.42,1645.93,5766.76,24.13,20932.8,139176.03,118243.23
3906,2020,Nashik,Cotton,Kharif,Red,Rainfed,9.16,663.4,24.1,71.3,7.38,41077.88,53574.89,33327.05,95318.26,39439.26,23741.74,5146.67,61.15,286479.07,314734.86,28255.79
3907,2020,Aurangabad,Wheat,Rabi,Black,Drip,1.4,517.2,24.8,54.0,6.19,3553.59,6331.41,3582.06,9420.71,3318.16,2603.18,3444.49,27.75,28809.1,95589.83,66780.73
3908,2025,Aurangabad,Rice,Kharif,Black,Borewell,0.67,663.1,25.8,45.6,7.1,2677.45,6200.97,2135.02,5622.05,3416.01,1821.44,2119.08,29.99,21872.94,63556.1,41683.17
3909,2025,Kolhapur,Onion,Rabi,Alluvial,Drip,1.59,1508.8,21.2,52.7,6.77,9824.97,11842.14,6345.98,16498.85,8119.39,4710.87,12896.82,25.15,57342.19,324327.08,266984.89
3910,2021,Sangli,Cotton,Kharif,Alluvial,Borewell,10.17,507.1,30.1,58.8,6.45,45264.27,66253.22,40647.07,106241.42,42075.27,26009.66,6170.42,80.54,326490.91,496988.53,170497.63
3911,2019,Ahmednagar,Maize,Kharif,Red,Rainfed,9.39,608.8,24.9,59.4,6.99,24426.11,51698.67,16938.43,55897.74,20913.5,15127.91,22567.44,26.46,185002.36,597188.53,412186.16
3912,2021,Kolhapur,Wheat,Rabi,Loamy,Canal,9.76,1394.9,27.8,69.1,6.69,31842.52,52483.73,24287.74,66885.86,23623.29,17675.0,26020.89,32.95,216798.14,857419.23,640621.1
3913,2020,Nashik,Tomato,Rabi,Red,Rainfed,6.88,807.2,21.6,53.2,6.57,27815.6,46853.9,26475.67,70938.62,35031.56,20100.5,59603.43,28.37,227215.84,1691092.98,1463877.14
3914,2024,Ahmednagar,Wheat,Rabi,Alluvial,Rainfed,3.17,588.1,25.7,66.4,6.03,9983.56,18440.27,8442.98,25281.56,9762.4,5654.35,7664.45,30.88,77565.11,236704.67,159139.55
3915,2020,Nashik,Maize,Kharif,Loamy,Canal,10.11,778.1,24.0,53.5,6.15,26476.03,57337.38,19694.87,61150.8,25075.28,15579.03,34674.07,18.6,205313.4,644849.2,439535.8
3916,2023,Solapur,Tomato,Rabi,Loamy,Drip,3.0,674.4,29.3,44.7,6.38,14774.02,26607.24,13430.65,32909.82,16400.18,9162.18,32476.22,23.72,113284.09,770309.31,657025.21
3917,2024,Solapur,Onion,Rabi,Loamy,Rainfed,8.74,641.8,28.8,65.7,7.25,50490.36,58682.16,35859.55,89320.82,41909.02,26305.23,62307.14,24.76,302567.14,1542657.65,1240090.51
3918,2023,Nashik,Tomato,Rabi,Red,Rainfed,10.23,498.5,26.4,71.8,6.6,46063.57,78041.12,45631.18,107457.67,65398.31,35128.55,70776.35,26.65,377720.42,1886391.78,1508671.36
3919,2023,Solapur,Cotton,Kharif,Alluvial,Drip,11.92,524.0,27.6,57.9,5.86,65503.11,74186.16,46414.78,124159.41,66938.57,32670.17,8879.72,66.42,409872.19,589798.43,179926.24
3920,2022,Solapur,Cotton,Kharif,Loamy,Drip,2.6,709.5,29.3,76.3,5.56,12461.34,15875.79,10596.59,25876.03,12554.82,9760.7,2034.67,74.97,87125.27,152535.97,65410.7
